arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
40.0,4.073,262144,54204.852467283774,54204.852467283774,54204.852467283774,54204.852467283774,54204.852467283774,54204.852467283774
40.0,4.639,32768,65639.60917007353,65639.60917007353,65639.60917007353,65639.60917007353,65639.60917007353,65639.60917007353
40.0,5.649,4096,52299.99784894833,52299.99784894833,52299.99784894833,52299.99784894833,52299.99784894833,52299.99784894833
40.0,7.918,512,19251.53684774283,19226.463351329076,19251.53684774283,19251.53684774283,19251.53684774283,19226.463351329076
40.0,16.772,64,11825.860856614203,11654.938352475314,11654.938352475314,11654.938352475314,11654.938352475314,11654.938352475314
