arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
36.0,4.073,262144,60154.60063037573,60102.70176123532,60102.70176123532,60102.70176123532,60102.70176123532,60102.70176123532,60102.70176123532
36.0,4.639,32768,170544.6599926248,170544.6599926248,170544.6599926248,170544.6599926248,170544.6599926248,170544.6599926248,170544.6599926248
36.0,5.649,4096,84430.52385245517,84430.52385245517,84430.52385245517,84430.52385245517,84430.52385245517,84430.52385245517,84430.52385245517
36.0,7.918,512,41049.33212611382,41012.51686985328,41012.51686985328,41012.51686985328,41012.51686985328,41012.51686985328,41012.51686985328
36.0,16.772,64,25251.126945148408,24895.62441474405,24895.62441474405,24895.62441474405,24954.99220596953,24895.62441474405,24895.62441474405
