arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
28.0,4.073,262144,467905.1658530818,467905.1658530818,467905.1658530818,467905.1658530818,467905.1658530818,467905.1658530818,467905.1658530818
28.0,4.639,32768,505255.42131084553,505255.42131084553,505255.42131084553,505255.42131084553,505255.42131084553,505255.42131084553,505255.42131084553
28.0,5.649,4096,2279701.49986155,2279701.49986155,2279701.49986155,2279701.49986155,2279701.49986155,2279701.49986155,2279701.49986155
28.0,7.918,512,3095171.568938627,3162975.556750004,3162975.556750004,3162975.556750004,3162975.556750004,3162975.556750004,3162975.556750004
28.0,16.772,64,3966515.1431935816,3966515.1431935816,3966515.1431935816,3966515.1431935816,3966515.1431935816,3966515.1431935816,3966515.1431935816
