arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
28.0,4.073,262144,267081.67303280096,267081.67303280096,267081.67303280096,267081.67303280096,267081.67303280096,267081.67303280096
28.0,4.639,32768,505886.65563542984,505886.65563542984,505886.65563542984,505886.65563542984,505886.65563542984,505886.65563542984
28.0,5.649,4096,850909.4701394503,850909.4701394503,850909.4701394503,850909.4701394503,850909.4701394503,850909.4701394503
28.0,7.918,512,995499.9931476645,1090278.3465977851,1090278.3465977851,1090278.3465977851,1090278.3465977851,1090278.3465977851
28.0,16.772,64,1576057.3126856778,1576057.3126856778,1576057.3126856778,1576057.3126856778,1576057.3126856778,1576057.3126856778
