arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
24.0,4.073,262144,352022.4209904818,223868.1303736644,223868.1303736644,223868.1303736644,223868.1303736644,223868.1303736644
24.0,4.639,32768,539844.2412381556,539844.2412381556,539844.2412381556,539844.2412381556,539844.2412381556,539844.2412381556
24.0,5.649,4096,1102836.2778078169,1102836.2778078169,1102836.2778078169,1102836.2778078169,1102836.2778078169,1102836.2778078169
24.0,7.918,512,2063483.6924613677,1998969.0505262956,2063483.6924613677,1954727.7490049605,2063483.6924613677,2063483.6924613677
24.0,16.772,64,3712428.6944540767,3714663.7029634323,3714663.7029634323,3714663.7029634323,3714663.7029634323,3714663.7029634323
