arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
36.0,4.073,262144,3109819.04376155,233351.91364974919,233351.91364974919,233351.91364974919,233351.91364974919,233351.91364974919
36.0,4.639,32768,69933.12229551889,69933.12229551889,69933.12229551889,69933.12229551889,69933.12229551889,69933.12229551889
36.0,5.649,4096,74199.62910958518,74199.62910958518,74199.62910958518,74199.62910958518,74199.62910958518,74199.62910958518
36.0,7.918,512,21295.824802059207,21286.693754550048,21286.693754550048,21295.824802059207,21295.824802059207,21286.693754550048
36.0,16.772,64,14563.16596760471,14551.950453461557,14551.950453461557,14551.950453461557,14563.16596760471,14551.950453461557
