arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
20.0,4.073,262144,1190616.8735970443,1198492.0379222382,1198492.0379222382,1198492.0379222382,1198492.0379222382,1198492.0379222382,1198492.0379222382
20.0,4.639,32768,2766183.811037148,2766183.811037148,2766183.811037148,2766183.811037148,2766183.811037148,2766183.811037148,2766183.811037148
20.0,5.649,4096,5368174.309906768,5358105.798837496,5358105.798837496,5358105.798837496,5358105.798837496,5358105.798837496,5358105.798837496
20.0,7.918,512,9470209.453989442,9506441.251152348,9506441.251152348,9506441.251152348,9517048.492730558,9506441.251152348,9506441.251152348
20.0,16.772,64,17505310.131602068,17522619.943604182,17522619.943604182,17522619.943604182,17522619.943604182,17522619.943604182,17522619.943604182
