frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1900388.307084,169503.000000,0.000000
4,2378815.377125,227594.000000,0.000000
8,3939538.870672,243459.000000,0.000000
16,6491839.924383,302805.000000,0.000000
32,6030962.353796,295273.000000,0.000000
64,7200840.874330,304663.000000,0.000000
128,6047849.606772,296811.000000,0.000000
256,7917964.053887,301373.000000,0.000000
512,6449270.554743,304644.000000,0.000000
1024,6656820.014616,294367.000000,0.000000
2048,6799046.207293,292655.000000,0.000000
4096,8755700.236406,306558.000000,0.000000
8192,4269851.401840,304990.000000,0.000000
16384,6706509.149810,255118.000000,0.000000
32768,8809657.638859,280354.000000,0.000000
65536,10076843.504877,291222.000000,0.000000
