frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4973032.191113,303241.000000,1372.718835
4,2719730.029509,300155.000000,12013.189085
8,5552753.397522,293690.000000,43.289722
16,5019896.390951,281686.000000,16288.731381
32,6459501.669642,303880.000000,196619.356369
64,5672211.897570,289861.000000,158081.878304
128,6875509.096006,303860.000000,367709.749124
256,7869032.022473,305811.000000,1074189.294777
512,6346842.822313,303097.000000,70943.049941
1024,7292557.961196,302055.000000,75513.646621
2048,6584133.541640,297199.000000,1277417.517250
4096,6939433.562702,296243.000000,988067.837313
8192,9708788.805099,300268.000000,3124908.839310
16384,7506879.338656,297193.000000,3037366.011721
32768,7953870.000092,305965.000000,4101484.429476
65536,5840196.166044,189489.000000,5297879.629330
