frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4323221.963895,266002.000000,114611.001924
4,1525767.357399,117382.000000,68.512773
8,5683986.614688,303052.000000,76.661594
16,6028204.574931,280155.000000,1078.271302
32,5898895.741886,302364.000000,16170.231569
64,5882028.715186,297377.000000,168379.920944
128,6664971.903831,302082.000000,363920.154513
256,7010961.509690,289209.000000,94801.868231
512,7774726.557612,293377.000000,954887.618543
1024,7516510.635562,307431.000000,983397.391554
2048,6774027.471484,296481.000000,919079.493015
4096,5779074.773371,304433.000000,1631803.202060
8192,1400902.083531,123113.000000,493181.268704
16384,6712237.451432,279768.000000,955387.400413
32768,6886895.167472,303709.000000,1026909.359088
65536,10291826.758787,303399.000000,2143780.589225
