frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2529672.678383,205757.000000,0.000000
4,4162784.537574,257363.000000,0.000000
8,5577116.595736,304015.000000,0.000000
16,4520330.502268,284773.000000,0.000000
32,4391078.266263,228331.000000,0.000000
64,6073730.956676,302334.000000,0.000000
128,7391500.285501,302632.000000,0.000000
256,5696061.049647,272132.000000,0.000000
512,7467914.197822,298063.000000,0.000000
1024,8469084.921743,295183.000000,0.000000
2048,6448481.309811,302048.000000,0.000000
4096,6958658.044163,302762.000000,0.000000
8192,3850437.365829,259370.000000,0.000000
16384,727926.454345,53605.000000,0.000000
32768,9248224.959653,281580.000000,0.000000
65536,11954199.731199,307388.000000,0.000000
