frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3681201.372316,301224.000000,0.000000
4,4216009.063570,267463.000000,0.000000
8,3332691.899760,221351.000000,0.000000
16,4182865.972951,252985.000000,0.000000
32,7261111.705335,304182.000000,0.000000
64,7174001.792302,298189.000000,0.000000
128,6465698.080936,302522.000000,0.000000
256,7481245.983106,304118.000000,0.000000
512,6594505.249936,302470.000000,0.000000
1024,7044810.129884,289399.000000,0.000000
2048,6399694.711590,301589.000000,0.000000
4096,10013426.330875,301972.000000,0.000000
8192,5959774.217436,303758.000000,0.000000
16384,3448879.440586,211808.000000,0.000000
32768,8688758.603047,244287.000000,0.000000
65536,4648589.396896,175590.000000,0.000000
