frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5166614.802458,297558.000000,282.111680
4,5480596.032744,283763.000000,971.139022
8,2681881.550148,203741.000000,57.706152
16,6071085.626787,304666.000000,257096.460629
32,5231216.174975,298593.000000,89506.061957
64,5814770.963557,294013.000000,175250.603654
128,5752313.901457,299643.000000,327383.304570
256,6474860.432606,265220.000000,845953.135619
512,9008232.043373,303947.000000,117112.446939
1024,8330682.778318,289137.000000,926345.485292
2048,4818258.332224,218464.000000,922040.623132
4096,6592996.887888,299530.000000,1768695.746531
8192,8134732.297108,304011.000000,703905.445745
16384,5187064.729991,201331.000000,2992444.117234
32768,6274849.743211,217824.000000,5572052.786815
65536,12421339.316356,302769.000000,11795046.661597
