frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,2419831.382589,168625.000000,0.000000
4,5024090.476457,259864.000000,0.000000
8,3085722.076393,237983.000000,0.000000
16,7442814.584651,292427.000000,0.000000
32,6345672.186455,300872.000000,0.000000
64,6589704.183175,292733.000000,0.000000
128,5549009.616396,273711.000000,0.000000
256,7987416.156956,299404.000000,0.000000
512,8510425.185601,300718.000000,0.000000
1024,7249896.288623,300410.000000,0.000000
2048,4530853.949098,304719.000000,0.000000
4096,7803379.885272,289570.000000,0.000000
8192,6962037.801314,295139.000000,0.000000
16384,6143874.492534,236533.000000,0.000000
32768,11244298.996749,300573.000000,0.000000
65536,7161199.896299,301845.000000,0.000000
