frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4374806.778500,287095.000000,167.287178
4,5270034.606923,287314.000000,22572.026604
8,5560848.573926,301206.000000,17075.300964
16,5503595.688045,293181.000000,34003.557976
32,6294151.035450,303266.000000,414326.908951
64,6334942.710271,288953.000000,680.978707
128,6771962.224938,294521.000000,490212.926237
256,7850683.840425,300376.000000,1106127.838133
512,7238274.699461,300001.000000,1176754.447991
1024,8236517.718818,286697.000000,295294.912213
2048,4565335.014170,274498.000000,586019.487144
4096,4322210.217635,210876.000000,331234.552680
8192,8299826.933304,265199.000000,3338341.715626
16384,5195032.688192,221490.000000,2685114.926805
32768,6077381.923059,200714.000000,5590244.300459
65536,9130091.407334,283870.000000,6818826.844769
