frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5140779.009118,301765.000000,126.186370
4,3534961.012604,288773.000000,267.101104
8,6435895.995426,303870.000000,272118.725975
16,3556207.953684,275371.000000,35596.111852
32,6036950.283530,300739.000000,105578.214225
64,5218591.108209,297706.000000,304255.038859
128,6902500.143158,305790.000000,122045.759939
256,7339869.100401,297195.000000,134448.489482
512,6286322.599834,306577.000000,845605.820876
1024,7075002.625548,297402.000000,1528624.102402
2048,6199845.699801,303972.000000,1663336.061641
4096,9440152.930272,304776.000000,838817.659276
8192,5473517.676757,282107.000000,1898379.436017
16384,6688256.747243,261385.000000,4325984.596002
32768,4432004.386189,225184.000000,2207316.294231
65536,12328708.427884,306551.000000,11738094.007478
