frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5595691.827348,304105.000000,0.000000
4,2088751.958107,288282.000000,0.000000
8,4313961.850837,306344.000000,0.000000
16,3337623.070749,214127.000000,0.000000
32,7777475.299935,304487.000000,0.000000
64,6389662.265845,287767.000000,0.000000
128,6302052.942391,303201.000000,0.000000
256,6379373.472055,282875.000000,0.000000
512,6853840.233608,300625.000000,0.000000
1024,8174478.503134,304333.000000,0.000000
2048,5684300.992587,292533.000000,0.000000
4096,7144858.461783,304926.000000,0.000000
8192,8157326.827731,305057.000000,0.000000
16384,7896434.536156,294265.000000,0.000000
32768,4975180.230126,211270.000000,0.000000
65536,10840301.626083,306439.000000,0.000000
