frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4342254.688057,279729.000000,0.000000
4,2194068.444715,195018.000000,0.000000
8,5536103.262300,293197.000000,0.000000
16,6350252.035149,295676.000000,0.000000
32,6182902.584266,301774.000000,0.000000
64,6600988.045742,307192.000000,0.000000
128,7648405.833127,304029.000000,0.000000
256,6969411.500223,305353.000000,0.000000
512,7613731.369706,284721.000000,0.000000
1024,7523019.995961,291816.000000,0.000000
2048,7784538.764006,299931.000000,0.000000
4096,3711335.082052,230276.000000,0.000000
8192,7085485.688924,281249.000000,0.000000
16384,9856989.157627,302553.000000,0.000000
32768,2406203.592381,123471.000000,0.000000
65536,3812745.578947,130878.000000,0.000000
