frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3698163.170566,300071.000000,39.812058
4,5584406.747516,262879.000000,13064.237750
8,4051059.255344,291955.000000,91.509562
16,5726006.400859,301340.000000,237188.928920
32,6174085.920395,302222.000000,122747.996012
64,6978516.402933,304949.000000,527858.891620
128,5718561.002052,266824.000000,406144.311974
256,7108856.928501,277760.000000,376669.283842
512,6008228.918482,304914.000000,184999.359404
1024,6932345.971754,297739.000000,132162.292274
2048,5575560.088524,235576.000000,468479.857104
4096,7886186.994753,302239.000000,3376098.326892
8192,4962395.989498,304367.000000,1030864.404456
16384,7537940.183049,301169.000000,2567673.597502
32768,10992986.964140,300916.000000,8566697.135990
65536,10240609.522364,303427.000000,8588642.187228
