frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5620543.346694,287196.000000,35.468296
4,3576094.275446,299197.000000,76627.169411
8,5225001.752273,299245.000000,5037.459082
16,5715242.846104,293090.000000,58.796258
32,4408472.374612,285190.000000,248506.229604
64,6274587.692527,277196.000000,6834.676071
128,6214529.048140,293141.000000,648465.775292
256,7722315.351542,301684.000000,1035911.869844
512,7571329.052166,298898.000000,516427.530731
1024,4836521.425918,294503.000000,1105472.473925
2048,8024463.649412,294654.000000,2272118.018454
4096,7577078.049196,275117.000000,2800866.250517
8192,9888625.181107,302765.000000,3795630.008424
16384,9482202.215702,290747.000000,6369919.380669
32768,6097583.624906,302442.000000,3644291.720460
65536,9119961.223033,304006.000000,5589891.403324
