frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3326607.677047,222493.000000,124850.188410
4,5634014.343240,292099.000000,148.532825
8,4998955.157258,292140.000000,118.482066
16,5021401.443383,299231.000000,3206.789516
32,7106159.776158,300207.000000,323972.304523
64,4510705.712698,293890.000000,10695.722743
128,6435571.987765,302625.000000,345755.889596
256,6731179.001414,305223.000000,940871.527628
512,8030883.742405,304252.000000,213669.764319
1024,6249331.427268,286292.000000,835523.728764
2048,7528106.107270,289582.000000,1483078.509591
4096,6913191.022187,288608.000000,1838883.149706
8192,6332848.999957,303572.000000,2119382.781882
16384,7223664.638147,306003.000000,3137425.701160
32768,8380082.544463,305664.000000,3699323.764765
65536,9055690.932831,306218.000000,4459491.421100
