frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4935466.127602,298111.000000,80.925892
4,4805002.889975,298877.000000,31011.799722
8,3232239.079200,304672.000000,20.591260
16,2092316.479888,230018.000000,45655.113098
32,6777058.210450,287457.000000,219161.596150
64,6822498.126400,303395.000000,250682.579281
128,6873293.234470,303407.000000,292908.136976
256,6541774.995108,304574.000000,369372.449553
512,4105855.886993,246441.000000,324124.606354
1024,6572299.649099,305931.000000,1227716.856742
2048,6937488.563553,291462.000000,1881851.863109
4096,7661068.996912,304336.000000,2861292.997131
8192,7482521.432148,299631.000000,314324.964922
16384,6355614.685558,272275.000000,1797494.117807
32768,7555987.483889,250469.000000,5709458.443159
65536,10559616.031261,302786.000000,2109930.081936
