frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5745803.731329,299848.000000,168458.591713
4,1760545.638392,163821.000000,3596.125276
8,3284964.405152,180358.000000,12399.291351
16,2522242.116906,301038.000000,13154.655564
32,7022653.118904,305007.000000,131.449610
64,6494190.354905,268365.000000,138381.731753
128,6699896.930161,302898.000000,338840.969201
256,7045575.817797,297667.000000,196490.139877
512,6260821.227116,280404.000000,656192.642427
1024,6014006.261592,294364.000000,1352050.911995
2048,8504883.697169,303688.000000,2456443.566120
4096,7799175.736889,304477.000000,408515.970667
8192,5197554.738821,177144.000000,2222679.399514
16384,8395624.711240,274851.000000,4725204.419503
32768,1270286.999028,85850.000000,1094589.085805
65536,9560000.278635,302490.000000,7498716.068984
