frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4073862.592295,302730.000000,76.485293
4,6539547.303676,299233.000000,712.643670
8,5145930.512235,303640.000000,13708.978372
16,4439218.324160,295886.000000,67155.258580
32,6795961.800802,301092.000000,236137.148079
64,8012281.230964,302487.000000,327266.053492
128,7445165.076758,301463.000000,347277.164446
256,5892692.224372,293943.000000,435298.301065
512,7808672.287582,303756.000000,330358.529670
1024,7750987.982652,302203.000000,229679.119769
2048,5144376.223378,254463.000000,1835998.480288
4096,7062686.003731,298919.000000,2552863.658762
8192,8645607.192341,306536.000000,2086692.594937
16384,5411872.334436,252104.000000,3659887.057207
32768,8923816.320581,243348.000000,4157194.406593
65536,10667268.141366,302969.000000,343381.098008
