frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5458109.862285,305929.000000,195.089723
4,5032461.268023,254034.000000,157.886035
8,4271574.920861,302151.000000,212.873202
16,5315676.187936,302734.000000,48.641546
32,6360159.402672,303934.000000,463865.473796
64,7575263.167747,300461.000000,146113.108211
128,7093986.372342,300991.000000,114217.402575
256,6834265.280468,305692.000000,528679.346865
512,8527093.221175,306501.000000,119986.431766
1024,7123158.545045,293044.000000,1014415.271011
2048,7771370.529900,294206.000000,1821985.570931
4096,7726656.362820,305613.000000,2417749.337605
8192,4397817.716402,302697.000000,2551597.882057
16384,8099537.305405,273214.000000,2784342.211303
32768,4702800.934645,221706.000000,3008468.120557
65536,1639299.882830,133890.000000,0.000000
