frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1532427.612430,214004.000000,0.000000
4,3946882.021154,300218.000000,0.000000
8,6291160.477811,293380.000000,0.000000
16,5667979.230017,299550.000000,0.000000
32,7016218.144439,302139.000000,0.000000
64,5634030.202681,300923.000000,0.000000
128,8587841.923029,300777.000000,0.000000
256,6775428.988424,291397.000000,0.000000
512,4990870.578854,278985.000000,0.000000
1024,7819338.195276,305140.000000,0.000000
2048,8099636.964579,302899.000000,0.000000
4096,9598739.886521,301056.000000,0.000000
8192,9018450.763707,304491.000000,0.000000
16384,6064429.368291,241773.000000,0.000000
32768,3720534.608019,202678.000000,0.000000
65536,13922714.027076,303388.000000,0.000000
