frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,502611.505493,179833.000000,60.893349
4,535738.631143,193334.000000,104.995238
8,454610.241149,223929.000000,280.390799
16,739737.728873,294240.000000,80.205985
32,1121979.157615,303433.000000,9143.660099
64,1312776.850042,292406.000000,1703.438288
128,1035569.406694,296913.000000,4090.857490
256,976407.021090,272834.000000,8276.339469
512,972900.625174,274591.000000,27455.978857
1024,593821.639934,218190.000000,136523.890294
2048,1609568.292377,292838.000000,549057.381024
4096,1712750.447720,278253.000000,341645.400405
8192,1457377.292474,295152.000000,151216.588915
16384,1874101.139597,300977.000000,1305430.193078
32768,446973.354404,70598.000000,0.000000
65536,3328319.501507,228290.000000,3108220.075451
