frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,414549.287118,341951.000000,20.760539
4,262185.047203,185391.000000,28.089144
8,332192.219475,268456.000000,485.136063
16,234260.422199,149930.000000,239.037654
32,582922.344241,435810.000000,435810.003588
64,60080.629333,32939.000000,143.206145
128,83880.644537,50223.000000,251.087634
256,196377.237271,127812.000000,3525.640935
512,99203.143105,54508.000000,443.371176
1024,98304.052165,72562.000000,1794.600791
2048,89984.376138,60115.000000,60453.617046
4096,292799.480917,228264.000000,10953.456167
8192,193410.054255,122098.000000,91002.628913
16384,417578.282629,413100.000000,6904.977046
32768,470268.869073,268993.000000,438945.540922
65536,471714.429420,173102.000000,471387.882658
