frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,85314.836834,46687.000000,18.220867
4,153724.857378,131805.000000,68.417834
8,64395.004931,33387.000000,1155.158431
16,215950.450361,187466.000000,191.530676
32,258028.570281,167714.000000,389.565142
64,349286.766612,249973.000000,226.821516
128,416595.316446,374557.000000,143.268978
256,115581.380970,95494.000000,800.258083
512,362509.398746,267828.000000,548.113127
1024,109750.816384,59114.000000,5966.981481
2048,130290.247981,108702.000000,6071.629847
4096,325055.969059,236814.000000,28307.834693
8192,159907.081563,91851.000000,29844.202904
16384,365967.090977,315332.000000,326177.815030
32768,49501.685476,33457.000000,979.159844
65536,145777.537670,97109.000000,0.000000
