frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,380248.160937,248563.000000,235.919478
4,160644.794329,87997.000000,8.485281
8,528498.145159,305109.000000,44.294469
16,258580.734536,133695.000000,1112.855786
32,102228.030197,46117.000000,120.739389
64,532530.570177,296453.000000,3412.561501
128,319432.737269,249044.000000,340.766782
256,141948.449682,79232.000000,50788.124675
512,291273.687382,177048.000000,800.679711
1024,505312.551789,298231.000000,3332.880736
2048,150816.339413,132884.000000,1870.213357
4096,327410.609634,246273.000000,63604.127783
8192,120811.338152,65479.000000,36422.389680
16384,125691.501765,55937.000000,33718.307119
32768,210854.114793,117371.000000,0.000000
65536,709152.920446,251610.000000,388847.489340
