frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,210200.733172,114205.000000,80.591563
4,526036.992126,251119.000000,136.565003
8,262561.439442,141078.000000,63.757353
16,457936.407822,288655.000000,49.426713
32,343004.612771,198242.000000,334.110760
64,411764.627501,243841.000000,3157.835810
128,812781.994335,285056.000000,159.843674
256,245830.964876,169787.000000,1063.837394
512,603404.882470,266826.000000,3867.426664
1024,819015.800782,286704.000000,17549.484722
2048,538650.430494,255534.000000,121191.952369
4096,569313.506040,241453.000000,111923.962345
8192,549168.707626,211517.000000,167325.300863
16384,379888.628905,152867.000000,97921.904449
32768,767056.722098,241747.000000,270181.682079
65536,282673.675539,82015.000000,0.000000
