frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,518299.576191,216068.000000,152.502459
4,572813.808681,284482.000000,1860.456127
8,585442.078333,158879.000000,290.451373
16,756245.681373,257263.000000,105.655099
32,974765.298274,284773.000000,7915.595240
64,1025990.607790,295950.000000,282.992933
128,1017389.551359,282558.000000,629.761860
256,851323.911379,220678.000000,5612.578730
512,1060491.843619,279832.000000,74620.560511
1024,1054227.649335,257883.000000,48688.219725
2048,1725009.600904,293729.000000,165290.986309
4096,523710.609734,167389.000000,217212.253768
8192,2416428.557544,282890.000000,1160720.161402
16384,1563952.884320,240188.000000,1042532.947236
32768,2029452.545358,243177.000000,1660479.215615
65536,311059.171001,71346.000000,0.000000
