frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,365151.732450,170608.000000,13.416408
4,405505.614097,201549.000000,31.032241
8,580735.532394,280242.000000,208.297864
16,338486.005810,212011.000000,356.578182
32,288575.633786,214348.000000,242.427309
64,481044.933128,181349.000000,29154.500322
128,535413.173502,252083.000000,706.856421
256,463965.026155,250311.000000,8590.723718
512,511808.920103,243611.000000,4052.399659
1024,459282.478142,201848.000000,114656.201503
2048,623744.916848,236593.000000,104830.799630
4096,121248.588087,36325.000000,9747.298703
8192,777351.764010,294094.000000,232787.154873
16384,449369.077708,207660.000000,211742.890884
32768,947828.203160,291442.000000,449644.550259
65536,332361.586721,101015.000000,128330.764437
