frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,109270.698735,71836.000000,30.430248
4,567870.486954,252137.000000,596.926294
8,511526.049238,291151.000000,26.776856
16,439687.868805,233184.000000,90.609050
32,161955.752649,61235.000000,643.585270
64,245101.171905,200487.000000,666.496812
128,757794.224411,293252.000000,931.394116
256,322711.238622,174381.000000,8790.973382
512,366706.562188,170100.000000,120566.198136
1024,153472.878200,75797.000000,75994.970031
2048,199888.485889,84409.000000,66392.694975
4096,523924.912996,180981.000000,92154.426090
8192,333836.731824,102996.000000,74002.563422
16384,826694.947661,300080.000000,175227.064074
32768,1655239.128594,252594.000000,1605659.010018
65536,501019.500453,188176.000000,453353.882003
