frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,343677.200374,246340.000000,49.537864
4,72941.358529,48773.000000,167.949397
8,146444.676598,67349.000000,21.840330
16,315737.164821,308472.000000,642.459337
32,157868.336575,89644.000000,124.843903
64,367506.655255,260342.000000,684.247762
128,349174.988039,316383.000000,500.858263
256,174498.343104,101937.000000,844.037321
512,593936.674179,307619.000000,1130.251299
1024,275999.913498,243390.000000,243408.690274
2048,290572.533840,217099.000000,2283.372944
4096,189094.982247,113369.000000,47794.177783
8192,88857.561428,64807.000000,30105.445587
16384,38553.687826,14679.000000,23352.000236
32768,333073.677654,212906.000000,99655.370794
65536,265407.064390,135507.000000,232911.716174
