frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,262403.663530,140606.000000,115.995690
4,136797.776948,90665.000000,15.165751
8,273822.182876,141521.000000,765.428638
16,505175.974632,270048.000000,1315.150562
32,416302.431115,232692.000000,103.130985
64,244409.227089,151032.000000,511.560358
128,522336.562521,268590.000000,900.898995
256,478164.061117,286510.000000,14455.366270
512,391749.423843,220648.000000,19146.107933
1024,249033.623951,176409.000000,16526.898771
2048,900053.447519,283448.000000,292137.736898
4096,326914.384127,132137.000000,81954.683283
8192,537639.277241,157661.000000,360951.250808
16384,599903.484348,272299.000000,127473.934269
32768,1611701.230859,260423.000000,1316546.285588
65536,689516.477997,183406.000000,540583.040597
