frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,320507.901001,178422.000000,42.414620
4,500272.789950,274856.000000,37.363083
8,444818.738528,234695.000000,206.748640
16,502098.800491,277712.000000,110.299592
32,199606.416565,131133.000000,775.058707
64,726551.352222,272326.000000,190.853347
128,613926.174701,271816.000000,2017.095437
256,398693.144174,161938.000000,1871.389591
512,505814.912498,254327.000000,72153.091819
1024,565268.614445,217164.000000,58812.113786
2048,534180.900480,241186.000000,111767.199705
4096,517127.997917,248678.000000,63862.782511
8192,707925.164529,268993.000000,162956.779340
16384,510540.298786,311041.000000,67321.055770
32768,734206.051316,270872.000000,413640.669134
65536,1151842.787529,286386.000000,875416.967027
