frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,162542.631023,119490.000000,39.761791
4,321911.071677,252681.000000,89.565618
8,125006.847664,69586.000000,17.291616
16,330265.048064,242848.000000,36.905284
32,150778.204566,105742.000000,51.107729
64,217585.057603,173809.000000,337.928987
128,146794.983548,125112.000000,3511.875994
256,500609.191729,390256.000000,1593.353696
512,232736.979004,204360.000000,5516.693666
1024,229993.101429,157361.000000,1512.796748
2048,435488.377793,336340.000000,4081.558281
4096,227901.464701,151094.000000,44519.885546
8192,450342.857228,273952.000000,91899.952769
16384,304983.812474,231284.000000,9169.089540
32768,300177.356873,184252.000000,36173.663680
65536,274804.040989,123657.000000,20109.001616
