frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,425249.128614,183610.000000,67.364679
4,1333243.349397,292004.000000,25255.015066
8,482486.963812,227114.000000,794.414250
16,229305.434031,82998.000000,2165.713970
32,869735.355431,252433.000000,256.803427
64,753317.260806,271459.000000,720.447083
128,1508077.010707,273493.000000,250163.251012
256,896454.764739,297555.000000,4902.521698
512,1045383.565677,294651.000000,134346.785202
1024,1295469.727722,265943.000000,146242.559489
2048,1570984.631260,291007.000000,406431.176058
4096,1305378.679659,284600.000000,668887.348980
8192,1087308.649739,289424.000000,613576.744973
16384,1795797.963540,233087.000000,577301.287436
32768,833674.979301,115865.000000,767427.056409
65536,889175.627669,87817.000000,881279.755131
