frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,238841.136566,139245.000000,56.912213
4,142850.201263,76869.000000,96.514248
8,613931.576921,242321.000000,139.086304
16,267258.067295,152045.000000,38.961519
32,197794.524803,147620.000000,162.582287
64,364253.381629,213316.000000,465.056986
128,684440.638765,290130.000000,1039.467652
256,625819.836922,292743.000000,7712.757484
512,354202.293780,192334.000000,6825.024615
1024,300211.750749,170173.000000,11723.063721
2048,311218.284588,115858.000000,21112.742195
4096,563215.103199,218889.000000,181468.370638
8192,403941.135268,189094.000000,113661.507842
16384,213599.703478,87228.000000,103663.400185
32768,553568.268124,188951.000000,406966.158228
65536,745709.969297,233808.000000,0.000000
