frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,458291.650915,238542.000000,19.000000
4,768527.217768,248482.000000,159.081740
8,828885.508488,255767.000000,62.872888
16,1068061.736501,295630.000000,162.886464
32,1047397.858993,299492.000000,302.821730
64,975501.016644,291617.000000,355.101394
128,1182946.768572,290703.000000,935.975961
256,1339268.428663,299190.000000,3336.192740
512,198415.190348,104006.000000,11774.055971
1024,1318758.648476,283239.000000,311502.967040
2048,1176688.005307,238111.000000,85912.232936
4096,1563097.256263,293389.000000,177351.964131
8192,1518789.018201,209490.000000,1046914.354774
16384,1644327.058679,259362.000000,746822.122251
32768,1317192.424162,143274.000000,155480.575594
65536,892709.914356,176487.000000,831717.424057
