frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,100546.984415,33760.000000,151.307634
4,767650.624532,274907.000000,54.083269
8,1207568.135166,301609.000000,295.753276
16,434110.849279,185957.000000,259.555389
32,1200121.516667,286484.000000,772.448704
64,570446.243633,210647.000000,4091.957356
128,870328.186210,295793.000000,21715.936038
256,1167952.181999,284784.000000,7961.560023
512,773513.678613,231685.000000,333052.775126
1024,1080263.502580,261363.000000,37478.596065
2048,1138659.130644,290736.000000,69169.819221
4096,692265.055844,183173.000000,430745.459843
8192,1551765.424311,241939.000000,587346.640231
16384,1421856.468027,228558.000000,344755.763348
32768,1606415.123420,198404.000000,1070231.165733
65536,1656410.181523,186488.000000,1651837.644806
