frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,376044.279539,156284.000000,69.677830
4,963042.309781,290386.000000,88.056800
8,676388.135548,273060.000000,23076.156222
16,781246.527884,215554.000000,509.466388
32,199710.959003,64499.000000,133.966414
64,763319.222997,254776.000000,826.861536
128,735296.933546,282898.000000,1391.469367
256,877163.148968,294037.000000,3599.211025
512,790985.935553,288223.000000,6547.593298
1024,956746.640472,290138.000000,65840.171666
2048,1387510.443426,278532.000000,357849.818330
4096,1492243.995830,274282.000000,382175.880219
8192,2351898.439263,304162.000000,484326.260311
16384,2160622.228072,203413.000000,1149023.330165
32768,256296.845544,102899.000000,0.000000
65536,277300.459345,63558.000000,0.000000
