frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,135654.853857,113287.000000,7532.041556
4,105664.762528,58418.000000,1280.103511
8,160869.049584,105469.000000,163.520641
16,221399.027082,154452.000000,656.417550
32,120259.854178,61101.000000,90.686272
64,258608.830340,168040.000000,139.942845
128,154326.076112,68680.000000,336.181499
256,276070.266646,143157.000000,293.107489
512,210520.809907,103479.000000,1728.043402
1024,184008.939030,124307.000000,4293.414259
2048,499900.783304,203348.000000,15117.343847
4096,363554.531971,201837.000000,4958.202295
8192,169330.235274,97561.000000,97173.163888
16384,599991.195823,198002.000000,418705.118993
32768,115613.157746,59816.000000,99891.261985
65536,592367.361063,242908.000000,490286.724422
