frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,806601.911474,256035.000000,72.256488
4,380084.349969,153408.000000,243.641130
8,220773.351995,135547.000000,104.752088
16,932758.881772,296276.000000,132.721513
32,530871.492943,169433.000000,400.289895
64,930637.882941,289684.000000,12083.739115
128,628257.839946,227426.000000,9974.098455
256,1677682.187286,298764.000000,1073.767666
512,1005828.152539,297417.000000,76533.836066
1024,890798.700540,271498.000000,26958.360521
2048,724685.681871,232395.000000,217293.969829
4096,890584.223182,202784.000000,285897.913966
8192,1246333.713668,266902.000000,491179.763502
16384,1277288.815640,300550.000000,1019454.877407
32768,1557755.760732,267354.000000,920453.536908
65536,2410269.572749,281530.000000,1717348.734654
