frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1557515.795754,63701.000000,0.000000
4,448006.182096,18414.000000,0.000000
8,1143092.318736,51165.000000,0.000000
16,884115.327013,35181.000000,0.000000
32,2819881.745808,111616.000000,0.000000
64,2134403.386475,90603.000000,0.000000
128,2234687.870697,95392.000000,0.000000
256,2239919.545935,94508.000000,0.000000
512,2265769.362107,94805.000000,0.000000
1024,3271798.931455,128382.000000,0.000000
2048,2366060.765392,89080.000000,0.000000
4096,2632667.004063,85396.000000,0.000000
8192,4393298.083524,157822.000000,0.000000
16384,3520521.301259,130482.000000,0.000000
32768,2213668.761660,80812.000000,0.000000
65536,7182817.750031,239617.000000,0.000000
