frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,694780.681286,33135.000000,0.000000
4,1182416.442092,65063.000000,0.000000
8,757399.759302,30090.000000,0.000000
16,969231.908877,39884.000000,0.000000
32,2309381.585191,79740.000000,0.000000
64,2228210.236061,80365.000000,0.000000
128,1790051.816519,76527.000000,0.000000
256,2675729.667630,110508.000000,0.000000
512,2068858.297101,74695.000000,0.000000
1024,2755841.022206,99894.000000,0.000000
2048,1903259.574440,67819.000000,0.000000
4096,4885966.512761,156260.000000,0.000000
8192,2278788.891790,73925.000000,0.000000
16384,1299131.572074,50065.000000,0.000000
32768,6187826.595286,204678.000000,0.000000
65536,2755404.100476,86388.000000,0.000000
