frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,721381.777254,27158.000000,0.000000
4,1088896.198993,38815.000000,0.000000
8,1351764.468551,60833.000000,0.000000
16,2060486.288238,90939.000000,0.000000
32,1681322.785526,60986.000000,0.000000
64,1972265.214188,74782.000000,0.000000
128,2296867.406893,92888.000000,0.000000
256,3017021.345532,112330.000000,0.000000
512,2986373.479258,117630.000000,0.000000
1024,1308055.349521,60511.000000,0.000000
2048,1745752.092503,63860.000000,0.000000
4096,1104391.272431,40128.000000,0.000000
8192,1031313.228874,40563.000000,0.000000
16384,636370.815659,32777.000000,0.000000
32768,3403450.296323,123103.000000,0.000000
65536,7759999.942993,188854.000000,0.000000
