frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,907977.975736,33847.000000,0.000000
4,2197495.342021,89895.000000,0.000000
8,495275.149945,16131.000000,0.000000
16,1430914.652958,54929.000000,0.000000
32,1317019.176986,55714.000000,0.000000
64,2418136.526473,89089.000000,0.000000
128,2269989.492847,93102.000000,0.000000
256,3026453.212937,105130.000000,0.000000
512,3199817.212964,111954.000000,0.000000
1024,2730505.084188,97025.000000,0.000000
2048,2216976.764433,90427.000000,0.000000
4096,3409933.051644,107965.000000,0.000000
8192,1549808.941731,58999.000000,0.000000
16384,838267.007953,38633.000000,0.000000
32768,6721528.805019,191996.000000,0.000000
65536,5286905.830161,160296.000000,0.000000
