frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1456049.029505,60543.000000,0.000000
4,1560505.368868,70178.000000,0.000000
8,1111047.761011,58844.000000,0.000000
16,1422177.995177,63037.000000,0.000000
32,2000839.659050,75220.000000,0.000000
64,2964439.432098,111677.000000,0.000000
128,2306950.337331,79877.000000,0.000000
256,2444432.668934,91045.000000,0.000000
512,3584928.704355,136280.000000,0.000000
1024,2808664.365023,111394.000000,0.000000
2048,3518895.633194,141498.000000,0.000000
4096,3272681.819464,107481.000000,0.000000
8192,2336775.570014,91826.000000,0.000000
16384,3932909.672530,131311.000000,0.000000
32768,2337637.868706,84112.000000,0.000000
65536,601403.653678,37792.000000,0.000000
