frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1380259.860628,56526.000000,0.000000
4,555235.877355,22363.000000,0.000000
8,1632189.432014,82913.000000,0.000000
16,1251221.600960,49899.000000,0.000000
32,2021268.739864,87851.000000,0.000000
64,1524208.071924,67188.000000,0.000000
128,2391152.473989,103993.000000,0.000000
256,2997072.573417,121565.000000,0.000000
512,2256679.552226,93254.000000,0.000000
1024,2673333.758615,107696.000000,0.000000
2048,2328430.912940,94902.000000,0.000000
4096,2679005.083802,107570.000000,0.000000
8192,4937666.320752,162163.000000,0.000000
16384,3072907.736149,115459.000000,0.000000
32768,4152177.173879,168320.000000,0.000000
65536,4186509.304507,154448.000000,0.000000
