frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1214512.686418,43017.000000,0.000000
4,1673805.127399,65444.000000,0.000000
8,891887.714991,43888.000000,0.000000
16,1503446.521044,64509.000000,0.000000
32,1297720.119495,63991.000000,0.000000
64,1790827.601040,69097.000000,0.000000
128,1680171.982758,78872.000000,0.000000
256,2399724.317179,93044.000000,0.000000
512,3726449.654697,123854.000000,0.000000
1024,3361208.926518,113244.000000,0.000000
2048,2240707.494880,91020.000000,0.000000
4096,2417146.353047,82328.000000,0.000000
8192,3857870.169632,107732.000000,0.000000
16384,2360907.438539,74986.000000,0.000000
32768,3676294.418093,130357.000000,0.000000
65536,8066083.105474,229008.000000,0.000000
