frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,272136.608063,10559.000000,0.000000
4,662344.827992,29009.000000,0.000000
8,1749026.325781,60958.000000,0.000000
16,1325417.326410,49194.000000,0.000000
32,2076747.408090,85848.000000,0.000000
64,1560414.073284,59513.000000,0.000000
128,3492297.533407,118423.000000,0.000000
256,2145559.370639,77129.000000,0.000000
512,1256334.715124,51697.000000,0.000000
1024,2542202.749669,88173.000000,0.000000
2048,2827778.946400,115219.000000,0.000000
4096,4407036.234744,143072.000000,0.000000
8192,4569352.103334,139984.000000,0.000000
16384,2697465.348180,88438.000000,0.000000
32768,2191102.746918,72679.000000,0.000000
65536,11569234.605762,248574.000000,0.000000
