frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1282929.219048,53373.000000,0.000000
4,1112316.918768,45098.000000,0.000000
8,1619795.471013,63346.000000,0.000000
16,2292390.890745,85728.000000,0.000000
32,1588495.976623,65836.000000,0.000000
64,2346645.770915,86606.000000,0.000000
128,2072949.178476,76895.000000,0.000000
256,2775924.237129,92697.000000,0.000000
512,2564152.638041,92764.000000,0.000000
1024,2480205.541930,82378.000000,0.000000
2048,3846295.573384,123226.000000,0.000000
4096,2037497.176882,89767.000000,0.000000
8192,4175855.446919,134622.000000,0.000000
16384,2750777.005878,83763.000000,0.000000
32768,3811515.616076,126356.000000,0.000000
65536,4128094.613937,137165.000000,0.000000
