frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,694632.518090,24154.000000,0.000000
4,1586952.158324,64626.000000,0.000000
8,750650.651298,27247.000000,0.000000
16,1431065.168384,58861.000000,0.000000
32,1660735.442991,61097.000000,0.000000
64,2255363.735991,82679.000000,0.000000
128,1920092.157527,75599.000000,0.000000
256,2772889.408112,105673.000000,0.000000
512,1649795.165204,57788.000000,0.000000
1024,2088099.051976,70980.000000,0.000000
2048,2144294.263064,96323.000000,0.000000
4096,3519123.668495,119183.000000,0.000000
8192,1534091.231593,46668.000000,0.000000
16384,2649470.671706,87923.000000,0.000000
32768,7345600.599793,232614.000000,0.000000
65536,5121584.723537,150694.000000,0.000000
