frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1123343.638190,48004.000000,0.000000
4,1162297.643083,40920.000000,0.000000
8,1352406.758891,60759.000000,0.000000
16,1629985.708828,64805.000000,0.000000
32,1829318.821998,69905.000000,0.000000
64,2270837.525055,73902.000000,0.000000
128,3113535.042082,133091.000000,0.000000
256,2356530.975613,90668.000000,0.000000
512,3389898.558639,120014.000000,0.000000
1024,2577763.262043,89064.000000,0.000000
2048,2174911.238775,87139.000000,0.000000
4096,3133577.144364,102904.000000,0.000000
8192,3910909.508274,116199.000000,0.000000
16384,4989268.462316,164315.000000,0.000000
32768,3263158.328444,105929.000000,0.000000
65536,5055170.833609,160726.000000,0.000000
