frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,952691.863135,44244.000000,0.000000
4,1896924.339893,84221.000000,0.000000
8,1234168.469855,57684.000000,0.000000
16,1358955.759634,55615.000000,0.000000
32,1715335.947214,75622.000000,0.000000
64,1591094.641057,60160.000000,0.000000
128,2301841.572822,97280.000000,0.000000
256,2115803.378935,83834.000000,0.000000
512,2604657.945086,91319.000000,0.000000
1024,2587059.060531,88711.000000,0.000000
2048,3292605.427259,136300.000000,0.000000
4096,4097169.667899,142507.000000,0.000000
8192,2800010.580708,97220.000000,0.000000
16384,1830290.075176,74706.000000,0.000000
32768,5120687.616559,173329.000000,0.000000
65536,11186547.733200,266860.000000,0.000000
