frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1199825.353469,48063.000000,0.000000
4,459328.111933,22176.000000,0.000000
8,1705005.262863,61781.000000,0.000000
16,1490773.129881,56396.000000,0.000000
32,2052145.219753,95848.000000,0.000000
64,2509820.103993,92257.000000,0.000000
128,3345466.824324,117687.000000,0.000000
256,2594430.191742,97416.000000,0.000000
512,1060964.910474,47098.000000,0.000000
1024,3271752.702282,123556.000000,0.000000
2048,2012072.528184,68755.000000,0.000000
4096,731334.884980,37162.000000,0.000000
8192,2648606.048118,99677.000000,0.000000
16384,2122601.511581,66709.000000,0.000000
32768,2140070.606154,70079.000000,0.000000
65536,2296320.578962,84274.000000,0.000000
