frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1469208.149227,55160.000000,0.000000
4,460389.515910,23413.000000,0.000000
8,1050185.602402,47691.000000,0.000000
16,484599.607877,18211.000000,0.000000
32,2362056.448974,87206.000000,0.000000
64,2133748.721846,79408.000000,0.000000
128,2057986.353571,73786.000000,0.000000
256,2255411.703254,71801.000000,0.000000
512,1870878.031380,70687.000000,0.000000
1024,1893520.810269,75084.000000,0.000000
2048,3819057.656287,130085.000000,0.000000
4096,3325153.588711,134532.000000,0.000000
8192,3230024.938907,117309.000000,0.000000
16384,3991387.696400,110718.000000,0.000000
32768,607854.006938,34437.000000,0.000000
65536,5667592.246927,145254.000000,0.000000
