frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,1846266.193610,69638.000000,0.000000
4,1827315.898623,78275.000000,0.000000
8,776969.947698,35813.000000,0.000000
16,1865861.431128,86545.000000,0.000000
32,1978086.595856,101883.000000,0.000000
64,2082771.630983,91017.000000,0.000000
128,2755748.357486,116589.000000,0.000000
256,3057594.229989,117033.000000,0.000000
512,2564087.181064,86952.000000,0.000000
1024,2963711.325840,121367.000000,0.000000
2048,1222964.915576,45960.000000,0.000000
4096,2379733.513364,84956.000000,0.000000
8192,2532108.389156,94517.000000,0.000000
16384,2393035.511082,100120.000000,0.000000
32768,589419.099092,31136.000000,0.000000
65536,290917.982767,19062.000000,0.000000
