frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,928879.817936,34334.000000,0.000000
4,485230.764995,22667.000000,0.000000
8,1408946.802787,56069.000000,0.000000
16,1844797.728131,67887.000000,0.000000
32,1869430.665920,76167.000000,0.000000
64,2043560.318732,84755.000000,0.000000
128,2767530.135049,108903.000000,0.000000
256,2390033.224501,93355.000000,0.000000
512,3292821.065130,122382.000000,0.000000
1024,3021615.801470,114662.000000,0.000000
2048,3130050.774561,122061.000000,0.000000
4096,1222139.951173,55302.000000,0.000000
8192,3232864.237293,122212.000000,0.000000
16384,5455248.781361,178292.000000,0.000000
32768,1429634.499203,73511.000000,0.000000
65536,3341966.544862,107426.000000,0.000000
