frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,641287.856950,24819.000000,0.000000
4,1330342.085695,52826.000000,0.000000
8,680990.952193,27652.000000,0.000000
16,2450277.083077,79904.000000,0.000000
32,1662354.498225,59726.000000,0.000000
64,2067216.874992,74468.000000,0.000000
128,1631325.578691,67455.000000,0.000000
256,2929995.736482,103396.000000,0.000000
512,3543088.533270,119876.000000,0.000000
1024,2902519.251999,106116.000000,0.000000
2048,1333095.443951,45895.000000,0.000000
4096,3079880.150104,97816.000000,0.000000
8192,2990688.425680,106671.000000,0.000000
16384,3066274.069695,107311.000000,0.000000
32768,6718801.841366,191669.000000,0.000000
65536,3108436.925520,104268.000000,0.000000
