frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,15130247.751670,259680.000000,239038.038772
4,14414776.423728,250448.000000,398560.104780
8,14753883.666707,255614.000000,450592.004250
16,15222905.268754,261598.000000,297626.408197
32,14646215.424465,253519.000000,495564.489228
64,14866381.997074,259514.000000,759322.193654
128,14647277.679730,254068.000000,357888.573101
256,14692376.240710,257454.000000,449648.445145
512,16272637.585408,277485.000000,694236.907550
1024,14917205.140920,254598.000000,447955.133179
2048,15806033.889454,276192.000000,4340078.358696
4096,17913600.595988,306956.000000,2351773.604698
8192,12135248.104452,209343.000000,398590.288817
16384,13621318.737512,215538.000000,1935702.670353
32768,12452116.171929,202498.000000,1502206.997666
65536,18175432.531280,244064.000000,9291517.334103
