frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,13849787.960834,242086.000000,362784.593503
4,14689763.951915,255248.000000,346312.144160
8,15064819.414802,258426.000000,122454.915308
16,15055794.550070,260253.000000,229945.474109
32,14816925.413300,257444.000000,758792.995051
64,14912783.436121,259946.000000,302859.007083
128,15389435.366211,265152.000000,1004192.193981
256,14619860.428392,252842.000000,1783194.644548
512,14790010.351596,261367.000000,2495179.907179
1024,14699540.178894,253456.000000,235451.811649
2048,17085950.743004,295684.000000,1725807.493722
4096,16215414.407339,297590.000000,3600064.125028
8192,15157424.309643,250141.000000,1897836.930412
16384,21321315.032145,385796.000000,12692620.418310
32768,13045825.263959,295873.000000,1293550.521609
65536,27333375.990487,413366.000000,7906396.539511
